Device_ID,W,L,length,width,N,nm,hop,SOC,E,energy,Transmission,Average-LDOS,M(E)
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.35,-0.903846153846154,9.2853363378899,0.172042154498504,20
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.337,-0.898846153846154,9.2556453538475,0.173249003377529,20
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.325,-0.894230769230769,9.22623229245808,0.174566059296945,19
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.312,-0.889230769230769,9.19061372501835,0.176230106339965,20
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.299,-0.884230769230769,9.15156005214015,0.178192104983599,20
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.287,-0.879615384615385,9.11112863735126,0.180307468413365,20
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.274,-0.874615384615385,9.06156423400987,0.182996146677461,20
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.262,-0.87,9.00967518644426,0.185930510465511,20
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.249,-0.865,8.94444739696188,0.189721486621295,20
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.237,-0.860384615384615,8.87315364432585,0.193949359843483,20
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.224,-0.855384615384615,8.77914123364368,0.199571513166038,20
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.212,-0.850769230769231,8.66936356377447,0.206138589198853,20
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.199,-0.845769230769231,8.51304538963978,0.215274585396999,20
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.187,-0.841153846153846,8.29583194845338,0.227294491860778,20
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.174,-0.836153846153846,7.92390109056283,0.245785385074966,18
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.162,-0.831538461538461,7.1973967811459,0.272157911203132,16
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.149,-0.826538461538462,4.87482884001466,0.355493229560366,18
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.137,-0.821923076923077,5.1408037370852,0.213056685623415,14
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.124,-0.816923076923077,5.55346020819304,0.126902725638468,17
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.112,-0.812307692307692,5.66683153451416,0.109912726029867,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.099,-0.807307692307692,5.72606484964262,0.101912038117617,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.086,-0.802307692307692,5.75981783143622,0.0975732008199751,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.074,-0.797692307692308,5.78061366863393,0.0950399026558274,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.061,-0.792692307692308,5.79613015886904,0.0931438567176191,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.049,-0.788076923076923,5.80694474435783,0.0918760947562809,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.036,-0.783076923076923,5.81593469687658,0.090838308248067,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.024,-0.778461538461538,5.82255979210174,0.0900975192659531,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-2.011,-0.773461538461539,5.82832505352197,0.0894646675603164,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.999,-0.768846153846154,5.83299546775071,0.089002731600701,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.986,-0.763846153846154,5.83723405105581,0.0886033728951514,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.974,-0.759230769230769,5.84083712195818,0.0883135793099242,8
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.961,-0.754230769230769,5.84429955548407,0.0880687812393494,11
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.949,-0.749615384615385,5.84710582822976,0.0878978819772514,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.936,-0.744615384615385,5.84997910996065,0.0877659076603519,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.924,-0.74,5.85231204788925,0.0876872749760525,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.911,-0.735,5.85487522088289,0.0876477279995102,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.898,-0.73,5.85738521711495,0.0876510311934612,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.886,-0.725384615384615,5.85946252035146,0.087689656333711,8
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.873,-0.720384615384615,5.86165130869996,0.0877691286479501,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.861,-0.715769230769231,5.86369847460392,0.0878780898585422,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.848,-0.710769230769231,5.8658957143138,0.088033708005863,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.836,-0.706153846153846,5.86782444952126,0.0882113135217263,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.823,-0.701153846153846,5.87002088052155,0.0884433333517956,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.811,-0.696538461538461,5.87190982678,0.0886931861458823,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.798,-0.691538461538462,5.87390676379533,0.0890059682049517,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.786,-0.686923076923077,5.87575247322664,0.0893336449469172,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.773,-0.681923076923077,5.87781056027525,0.0897357315493087,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.761,-0.677307692307692,5.87970199047321,0.0901510258671223,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.748,-0.672307692307692,5.88150667688561,0.090644697370641,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.736,-0.667692307692308,5.88323967240881,0.0911550958626628,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.723,-0.662692307692308,5.88511687014905,0.0917651060399186,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.711,-0.658076923076923,5.88682109991622,0.0923932315949508,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.698,-0.653076923076923,5.88855427617605,0.0931483900871889,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.685,-0.648076923076923,5.89019458932563,0.0939888350553665,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.673,-0.643461538461538,5.89156900579827,0.0948590945147994,8
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.66,-0.638461538461538,5.89289701670008,0.0958907187613803,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.648,-0.633846153846154,5.89400323213306,0.0969428280314424,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.635,-0.628846153846154,5.89503842267293,0.098209020352526,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.623,-0.624230769230769,5.89584848139081,0.099467742729737,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.61,-0.619230769230769,5.89641020400292,0.101076277014644,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.598,-0.614615384615385,5.89637975269911,0.102733141287906,9
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.585,-0.609615384615385,5.8960822345399,0.104710060601614,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.573,-0.605,5.89541475520992,0.106805853205575,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.56,-0.6,5.89415272216072,0.109484539889988,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.548,-0.595384615384615,5.89200623772649,0.112253187200692,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.535,-0.590384615384615,5.88911021897166,0.115711581416495,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.523,-0.585769230769231,5.88468873082129,0.119755170559258,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.51,-0.580769230769231,5.87822631247125,0.124845094717931,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.497,-0.575769230769231,5.86867213754583,0.131217470234669,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.485,-0.571153846153846,5.85531548165936,0.138548207224474,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.472,-0.566153846153846,5.83529825272976,0.1493279226691,6
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.46,-0.561538461538462,5.80300146654522,0.163199136595037,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.447,-0.556538461538462,5.74111699536856,0.186757008878931,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.435,-0.551923076923077,5.61450985721481,0.227452174382862,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.422,-0.546923076923077,4.89654060165047,0.374991011308279,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.41,-0.542307692307692,1.96756240327043,0.036950909054488,12
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.397,-0.537307692307692,1.97264645776765,0.0292043827059298,10
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.385,-0.532692307692308,1.97415332681126,0.028138974041494,7
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.372,-0.527692307692308,1.97522377104721,0.027680869028318,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.36,-0.523076923076923,1.9760383858261,0.0273742662049128,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.347,-0.518076923076923,1.97684236700308,0.0272010660571502,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.335,-0.513461538461538,1.9775073321429,0.0270372267251065,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.322,-0.508461538461539,1.97823175198836,0.0269042264280631,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.31,-0.503846153846154,1.97886332247337,0.0268106163007861,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.297,-0.498846153846154,1.97953154713789,0.0267230983398841,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.284,-0.493846153846154,1.98021566989942,0.0266382948427056,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.272,-0.489230769230769,1.98082673705639,0.0265710653675704,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.259,-0.484230769230769,1.98147287428739,0.0265104313849731,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.247,-0.479615384615385,1.98209081927275,0.0264489190300402,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.234,-0.474615384615385,1.98274461410113,0.0263917609647018,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.222,-0.47,1.98333791488911,0.0263463060740008,2
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.209,-0.465,1.98398406918301,0.0262975888827625,2
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.197,-0.460384615384615,1.98458396416716,0.0262525983280791,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.184,-0.455384615384615,1.9852235520465,0.0262102276824892,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.172,-0.450769230769231,1.98579941023747,0.0261796710380632,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.159,-0.445769230769231,1.9864314110863,0.0261425529197463,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.147,-0.441153846153846,1.98701858982049,0.0261061362594361,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.134,-0.436153846153846,1.98763642377098,0.0260758395210615,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.122,-0.431538461538462,1.98820499519927,0.0260486081562657,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.109,-0.426538461538462,1.98880282708152,0.0260281892036225,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.096,-0.421538461538462,1.98940255402971,0.0260051788987308,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.084,-0.416923076923077,1.98995510922749,0.025980705441086,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.071,-0.411923076923077,1.99052880394624,0.02596714908439,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.059,-0.407307692307692,1.9910646437052,0.0259475087245733,2
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.046,-0.402307692307692,1.99162030315901,0.0259395037412955,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.034,-0.397692307692308,1.99213087932498,0.0259281253470311,2
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.021,-0.392692307692308,1.99266452079706,0.0259223669469734,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-1.009,-0.388076923076923,1.99315010150678,0.0259179143947037,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.996,-0.383076923076923,1.99366934683639,0.0259101685105609,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.984,-0.378461538461538,1.99412408984145,0.0259151996506805,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.971,-0.373461538461538,1.9946091938326,0.0259172264409374,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.959,-0.368846153846154,1.99503920837819,0.025923604113667,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.946,-0.363846153846154,1.99549582448694,0.0259275787940557,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.934,-0.359230769230769,1.99589124741995,0.0259432581971019,2
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.921,-0.354230769230769,1.99630757563669,0.0259576801501698,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.909,-0.349615384615385,1.99667888644822,0.0259686081471281,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.896,-0.344615384615385,1.99705571610512,0.0259886816391145,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.883,-0.339615384615385,1.99741062461272,0.0260140850839836,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.871,-0.335,1.99771810662833,0.0260412679540243,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.858,-0.33,1.99802834126537,0.0260713374150588,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.846,-0.325384615384615,1.99829096465016,0.0261048418966023,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.833,-0.320384615384615,1.99855284436992,0.0261446638056499,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.821,-0.315769230769231,1.99876728154165,0.0261858801976,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.808,-0.310769230769231,1.99897406448015,0.0262335290514278,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.796,-0.306153846153846,1.99913920025248,0.0262807032619608,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.783,-0.301153846153846,1.99928582607325,0.0263383472314319,2
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.771,-0.296538461538462,1.99939111011142,0.0263971966898239,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.758,-0.291538461538462,1.99947035677018,0.0264667563741373,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.746,-0.286923076923077,1.99951196331111,0.0265323885444897,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.733,-0.281923076923077,1.99951774974248,0.0266118200298411,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.721,-0.277307692307692,1.9994856821573,0.0266914778740777,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.708,-0.272307692307692,1.99940740247792,0.0267852643133094,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.695,-0.267307692307692,1.99928366384755,0.0268816672592888,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.683,-0.262692307692308,1.99912058478046,0.026982054408261,2
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.67,-0.257692307692308,1.99889377142603,0.0270966731433732,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.658,-0.253076923076923,1.99863354761125,0.0272111007697524,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.645,-0.248076923076923,1.99828530077769,0.0273488162393775,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.633,-0.243461538461538,1.99790325304028,0.0274835263688049,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.62,-0.238461538461538,1.9974219584388,0.0276352343443982,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.608,-0.233846153846154,1.99689631835669,0.0277939590711899,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.595,-0.228846153846154,1.99625334081287,0.0279677967574843,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.583,-0.224230769230769,1.99556642262272,0.0281456232481186,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.57,-0.219230769230769,1.99471269032181,0.0283575839334391,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.558,-0.214615384615385,1.99380537967543,0.0285736901406272,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.545,-0.209615384615385,1.99271528007416,0.0288140115228318,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.533,-0.205,1.99156974745881,0.0290532224271882,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.52,-0.2,1.99012040850275,0.0293555203088984,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.508,-0.195384615384615,1.98865517800074,0.0296429640543339,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.495,-0.190384615384615,1.98683524583721,0.0299805479981813,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.482,-0.185384615384615,1.98471453249513,0.0303738986121766,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.47,-0.180769230769231,1.98248986200707,0.030763615697267,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.457,-0.175769230769231,1.97974181000867,0.0312280599278252,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.445,-0.171153846153846,1.97680981980129,0.0317046311056641,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.432,-0.166153846153846,1.97317379898464,0.0322766213975743,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.42,-0.161538461538462,1.9692268816201,0.0328751691386546,4
W:14_L:5_NM:4_T:-2.6,14,5,6.39,8.60829251361732,70,4,-2.6,0.000001,-0.407,-0.156538461538462,1.96422374421929,0.0336065880659609,4
